id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94687449165.4645,94687466588.96089,True,26772613224.8,,8,94667886298.43,26767076953.063087,,2025-12-23T19:59:00.000Z,0.28274717012993034,439130092.83369124,-29.2941,-0.03638781,-0.6055958,0.68392792,2.71248576,-7.34948913,-16.64066591,26772608298.35672,0.9045,26772613224.8,,2025-12-23T19:59:00.000Z,,,,,,2025-12-24 01:01:32.673671
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168017403126.57907,168017403126.57907,True,21655912948.11,,9,,,,2025-12-23T19:59:00.000Z,0.1288908919261873,976468654.90593,-7.0677,-0.69773899,-2.31266979,-2.47130499,-12.17582995,-34.50489704,-47.13420579,21655912948.10655,0.7317,21655912948.11,,2025-12-23T19:59:00.000Z,,,,,,2025-12-24 01:01:32.673671
2010,Cardano,ADA,cardano,1646,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35925947464.89537,44994433987.369934,False,16244650786.48,,10,37997904336.0,13718645438.001068,,2025-12-23T19:59:00.000Z,0.36103689605333683,483131372.2228514,-19.1152,-0.72899272,-1.99634783,-6.74999789,-12.76248601,-44.89337293,-56.19194582,12970592560.50107,0.4382,16246660322.4,,2025-12-23T19:59:00.000Z,,,,,,2025-12-24 01:01:32.673671
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19970906.25,19970906.25,False,11474669300.75,,11,,,,2025-12-23T19:59:00.000Z,574.5692837923496,404187652.186558,-9.3935,-0.30830956,-2.31036504,4.80991323,4.93992277,14.90479928,3.11163831,11474669300.746656,0.3877,12065954959.64,,2025-12-23T19:59:00.000Z,,,,,,2025-12-24 01:01:32.673671
1975,Chainlink,LINK,chainlink,2173,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12350823965.18,,12,,,,2025-12-23T20:00:00.000Z,12.350823965175794,470077220.1326337,-0.269,-0.41117858,-0.78283742,-4.58195905,-2.39558017,-30.59350283,-43.47889817,8745618084.806078,0.2955,12350823965.18,,2025-12-23T20:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-24 01:01:32.673671
32196,Hyperliquid,HYPE,hyperliquid,218,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,24549220356.48,,13,333931719.0,8201591216.806499,,2025-12-23T19:59:00.000Z,24.5606833677471,183420197.46985108,-22.0663,0.32424879,-0.12942774,-8.69851973,-21.17043569,-37.35667841,-46.68044526,8269219058.45959,0.2794,24549220356.48,,2025-12-23T19:59:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-24 01:01:32.673671
328,Monero,XMR,monero,346,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8245582534.34,,14,,,,2025-12-23T19:59:00.000Z,446.9939248569805,142145055.2937663,-14.3172,0.74449562,-3.67995664,3.58830601,15.33644549,36.68544294,53.0102503,8245582534.339678,0.2786,8245582534.34,,2025-12-23T19:59:00.000Z,,,,,,2025-12-24 01:01:32.673671
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921817273.9,985239504.0,False,7629031307.97,,15,,,,2025-12-23T19:59:00.000Z,7.74332665001228,2440878.24835471,-18.524,1.17484285,-6.39963097,-14.41602511,-18.29375475,-13.59875552,-17.88472137,7137932263.43154,0.2412,7629031307.97,,2025-12-23T19:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-24 01:01:32.673671
1,Bitcoin,BTC,bitcoin,12503,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19966109.0,19966109.0,False,1751221737486.31,,1,,,,2025-12-23T20:00:00.000Z,87709.7153724998,43061043922.09551,19.8081,-0.25484645,-0.36874203,0.13515663,0.41446916,-20.66124633,-22.73674177,1751221737486.3066,59.1665,1841904022822.5,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
1027,Ethereum,ETH,ethereum,11293,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694996.47928987,120694996.47928987,True,355125218812.29,,2,,,,2025-12-23T20:00:00.000Z,2942.3358811168764,20731797680.208363,8.763,-0.12806302,-1.25909514,-0.10378721,4.27965341,-25.09790989,-29.34615838,355125218812.2897,11.9982,355125218812.29,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
825,Tether USDt,USDT,tether,163953,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186906835256.83847,188851514010.53958,True,188750912377.7,,3,,,,2025-12-23T20:00:00.000Z,0.999467297716058,76687915663.56047,-5.9213,-0.01283063,-0.00755253,-0.03418128,-0.01035145,-0.07704887,-0.10827013,186807269558.81277,6.3114,188750912377.7,,2025-12-23T20:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-24 01:02:34.009924
1839,BNB,BNB,bnb,3020,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734890.2,137734890.2,137734890.2,False,115861765987.34,,4,,,,2025-12-23T20:01:00.000Z,841.1940200417162,1736873978.4335322,-9.0437,-0.45156284,-1.88910079,-3.33532841,-1.01850725,-24.24785386,-17.25258525,115861765987.34236,3.9145,115861765987.34,,2025-12-23T20:01:00.000Z,,,,,,2025-12-24 01:02:34.009924
52,XRP,XRP,xrp,1774,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,188149645591.84,,5,,,,2025-12-23T20:00:00.000Z,1.881764778338816,2426113668.8008776,0.9024,0.01478379,-1.10632101,-2.34277054,-9.32937513,-24.84297222,-36.88423795,113984033736.29192,3.8516,188176477833.88,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
3408,USDC,USDC,usd-coin,35777,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,77037743315.5029,77037743315.5029,False,77013968394.2,,6,60901219650.23,60882424685.03096,,2025-12-23T20:00:00.000Z,0.9996913860624305,19172150339.87964,73.2787,-0.01328176,-0.00382195,-0.00331958,0.00378131,-0.02144813,-0.02994246,77013968394.19682,2.602,77013968394.2,,2025-12-23T20:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-24 01:02:34.009924
5426,Solana,SOL,solana,1065,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562415376.1660095,616723999.5182328,True,76408693400.69,,7,525236893.3,65073946812.8993,,2025-12-23T20:00:00.000Z,123.89447055793728,3159364217.6485457,-7.1895,0.0089223,-0.75697671,-3.00123926,-6.46124035,-35.84351324,-41.94407939,69680155263.7309,2.3542,76408693400.69,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94687449165.4645,94687466588.96089,True,26773197146.58,,8,94667886298.43,26767660754.090042,,2025-12-23T20:00:00.000Z,0.2827533369627369,439109311.8883927,-29.3057,-0.02524907,-0.60334682,0.6887703,2.72797099,-7.2993822,-16.63152179,26773192220.024605,0.9046,26773197146.58,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168017403126.57907,168017403126.57907,True,21658340375.86,,9,,,,2025-12-23T20:00:00.000Z,0.1289053394043125,976330451.5891657,-7.0989,-0.67493156,-2.31097662,-2.42246368,-12.09622757,-34.51146112,-47.11386895,21658340375.862873,0.7317,21658340375.86,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
2010,Cardano,ADA,cardano,1646,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35925947464.89537,44994433987.369934,False,16246330494.38,,10,37997904336.0,13720063955.23722,,2025-12-23T20:00:00.000Z,0.3610742275130828,483131186.1063378,-19.1211,-0.71233851,-1.99007244,-6.71770485,-12.69762285,-44.88139702,-56.13907646,12971933728.562693,0.4383,16248340238.09,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19970906.25,19970906.25,False,11475723394.39,,11,,,,2025-12-23T20:00:00.000Z,574.6220652551087,404109191.0770966,-9.4314,-0.29342099,-2.30732925,4.82188388,4.98829413,14.96561848,3.14851992,11475723394.39116,0.3878,12067063370.36,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
1975,Chainlink,LINK,chainlink,2173,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12353556488.71,,12,,,,2025-12-23T20:01:00.000Z,12.353556488708104,469007006.7841292,-0.528,-0.45012959,-0.72630687,-4.56465961,-2.38042272,-30.5746848,-43.47095411,8747552984.638569,0.2955,12353556488.71,,2025-12-23T20:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-24 01:02:34.009924
32196,Hyperliquid,HYPE,hyperliquid,218,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,24554299915.36,,13,333931719.0,8203288234.668906,,2025-12-23T20:00:00.000Z,24.56576529847081,183436197.55009222,-22.0481,0.34817632,-0.11990611,-8.68016528,-20.92061876,-37.34009405,-46.66619269,8270930069.418245,0.2794,24554299915.36,,2025-12-23T20:00:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-24 01:02:34.009924
328,Monero,XMR,monero,346,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8247195162.12,,14,,,,2025-12-23T20:00:00.000Z,447.0813455840319,142016585.7600001,-14.4181,0.74259362,-3.65911456,3.55880473,15.47282098,36.59335656,53.14056066,8247195162.118333,0.2786,8247195162.12,,2025-12-23T20:00:00.000Z,,,,,,2025-12-24 01:02:34.009924
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921817273.9,985239504.0,False,7629556423.0,,15,,,,2025-12-23T20:01:00.000Z,7.743859632124209,2440793.04806826,-18.3157,1.67889149,-6.39649824,-14.43135404,-18.20247882,-13.59707674,-17.88407915,7138423575.548995,0.2412,7629556423.0,,2025-12-23T20:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-24 01:02:34.009924
1,Bitcoin,BTC,bitcoin,12503,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19966109.0,19966109.0,False,1750629701465.83,,1,,,,2025-12-23T20:02:00.000Z,87680.06332459812,42131787301.52954,16.9269,-0.29661828,-0.35766637,0.08980496,0.3347816,-20.70664443,-22.73214261,1750629701465.8284,59.1465,1841281329816.56,,2025-12-23T20:02:00.000Z,,,,,,2025-12-24 01:03:35.342409
1027,Ethereum,ETH,ethereum,11293,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694996.47928987,120694996.47928987,True,355172037156.43,,2,,,,2025-12-23T20:02:00.000Z,2942.723787372404,20602831165.320198,7.7841,-0.13402699,-1.23921231,-0.11459408,4.27373384,-25.13194157,-29.29136213,355172037156.4349,11.9998,355172037156.43,,2025-12-23T20:02:00.000Z,,,,,,2025-12-24 01:03:35.342409
825,Tether USDt,USDT,tether,163953,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186906835256.83847,188851514010.53958,True,188765591994.6,,3,,,,2025-12-23T20:02:00.000Z,0.9995450287153212,75649061306.20082,-7.3564,0.00559734,-0.00683869,-0.02484142,-0.01095121,-0.07868353,-0.0975543,186821798013.8864,6.3119,188765591994.6,,2025-12-23T20:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-24 01:03:35.342409
1839,BNB,BNB,bnb,3020,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734890.2,137734890.2,137734890.2,False,115837806188.35,,4,,,,2025-12-23T20:03:00.000Z,841.0200641257186,1736379580.0265698,-9.1077,-0.47636967,-1.90177732,-3.35510063,-1.05469012,-24.29261528,-17.20467605,115837806188.3528,3.9133,115837806188.35,,2025-12-23T20:03:00.000Z,,,,,,2025-12-24 01:03:35.342409
52,XRP,XRP,xrp,1774,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,188136499454.47,,5,,,,2025-12-23T20:02:00.000Z,1.881633298217279,2401257514.040653,-0.2865,-0.03402164,-1.04342143,-2.35983925,-9.32865389,-24.84390815,-36.87507963,113976069598.16931,3.8513,188163329821.73,,2025-12-23T20:02:00.000Z,,,,,,2025-12-24 01:03:35.342409
